Title,ASIN,Amazon_US_URL,Amazon_UK_URL,Amazon_CA_URL,Amazon_AU_URL,Category,Age_Range,Description,Cover_Filename
Cute Puppy And Dog Coloring Book For Kids,B0BMY74HVR,https://www.amazon.com/dp/B0BMY74HVR,https://www.amazon.co.uk/dp/B0BMY74HVR,https://www.amazon.ca/dp/B0BMY74HVR,https://www.amazon.com.au/dp/B0BMY74HVR,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Pu",cute_puppy_dog_kids_coloring.jpg
Cute Farm Animals Coloring Book For Kids,B0BNGZGQW8,https://www.amazon.com/dp/B0BNGZGQW8,https://www.amazon.co.uk/dp/B0BNGZGQW8,https://www.amazon.ca/dp/B0BNGZGQW8,https://www.amazon.com.au/dp/B0BNGZGQW8,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Fa",cute_farm_animals_kids_coloring.jpg
Easter Recipe Book For Kids,B0BTP1TXNN,https://www.amazon.com/dp/B0BTP1TXNN,https://www.amazon.co.uk/dp/B0BTP1TXNN,https://www.amazon.ca/dp/B0BTP1TXNN,https://www.amazon.com.au/dp/B0BTP1TXNN,Cookbook,2-6,"Have you ever just wanted a place to write all those personal, family recipes from Mom or Grandma? Now you can do that in one easy to find kids book. Simple book for all those kids and youngones who love cooking and would like to save their recipes for later reading. Can be personalized to reflect t",kids_recipe_book_1.jpg
Christmas Cookie Recipe Book,B0BTP1WZV7,https://www.amazon.com/dp/B0BTP1WZV7,https://www.amazon.co.uk/dp/B0BTP1WZV7,https://www.amazon.ca/dp/B0BTP1WZV7,https://www.amazon.com.au/dp/B0BTP1WZV7,Cookbook,2-6,"Have you ever just wanted a place to write all those personal, family recipes from Mom or Grandma? Now you can do that in one easy to find kids book. Simple book for all those kids and youngones who love cooking and would like to save their recipes for later reading. Can be personalized to reflect t",christmas_recipe.jpg
Fun Birds Coloring Book for Boys ages 1-4,B0B5KXB6LX,https://www.amazon.com/dp/B0B5KXB6LX,https://www.amazon.co.uk/dp/B0B5KXB6LX,https://www.amazon.ca/dp/B0B5KXB6LX,https://www.amazon.com.au/dp/B0B5KXB6LX,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world birds right in front of their eyes.They start using different colors which help stimulate their creativity.Over 70 Amaz",birds_coloring_1.jpg
Fun Birds Coloring Book for Girls ages 1-4,B0B5KXF822,https://www.amazon.com/dp/B0B5KXF822,https://www.amazon.co.uk/dp/B0B5KXF822,https://www.amazon.ca/dp/B0B5KXF822,https://www.amazon.com.au/dp/B0B5KXF822,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world birds right in front of their eyes.They start using different colors which help stimulate their creativity.Over 70 Amaz",birds_coloring_2.jpg
Cute Puppy And Dog Coloring Book for Toddlers,B0BN62H7YY,https://www.amazon.com/dp/B0BN62H7YY,https://www.amazon.co.uk/dp/B0BN62H7YY,https://www.amazon.ca/dp/B0BN62H7YY,https://www.amazon.com.au/dp/B0BN62H7YY,Coloring Book,1-3,This is your Childs first experience expressing their creativity.Toddlers and Preschoolers will love this book full of Puppy coloring pagesStart showing creativity at an early age with a love for coloringProduce creative leaders for tomorrow new ageUse as a learning and teaching tool for Preschooler,cute_puppy_dog_toddler_coloring.jpg
My Christmas Recipes From Mom,B0BQ9LM4W4,https://www.amazon.com/dp/B0BQ9LM4W4,https://www.amazon.co.uk/dp/B0BQ9LM4W4,https://www.amazon.ca/dp/B0BQ9LM4W4,https://www.amazon.com.au/dp/B0BQ9LM4W4,Cookbook,Adult,"Have you ever just wanted a place to document those personal, family recipes from Mom or Grandma?Now you can do that in one easy to find book.Simple book for all those who love cooking and would like to document their recipes for later use.Can be personalized to reflect the users taste and personal ",christmas_recipe_mom.jpg
Ladybug Coloring Book For Toddlers,B0CLRDG1H4,https://www.amazon.com/dp/B0CLRDG1H4,https://www.amazon.co.uk/dp/B0CLRDG1H4,https://www.amazon.ca/dp/B0CLRDG1H4,https://www.amazon.com.au/dp/B0CLRDG1H4,Coloring Book,1-3,This is your Childs first experience expressing their creativity.Toddlers and Preschoolers will love this book full of Ladybug coloring pagesStart showing creativity at an early age with a love for coloringProduce creative leaders for tomorrow new ageUse as a learning and teaching tool for Preschool,ladybug_toddler_coloring.jpg
Llama Coloring Book For Kids,B0CM9NPCDN,https://www.amazon.com/dp/B0CM9NPCDN,https://www.amazon.co.uk/dp/B0CM9NPCDN,https://www.amazon.ca/dp/B0CM9NPCDN,https://www.amazon.com.au/dp/B0CM9NPCDN,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Ll",llama_kids_coloring.jpg
Dinosaur Kids Coloring Story Book,B0FCFXHCXQ,https://www.amazon.com/dp/B0FCFXHCXQ,https://www.amazon.co.uk/dp/B0FCFXHCXQ,https://www.amazon.ca/dp/B0FCFXHCXQ,https://www.amazon.com.au/dp/B0FCFXHCXQ,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Di",dinosaur_kids_coloring_2.jpg
Easter Egg Coloring Book For Kids,B0BR9CCQM3,https://www.amazon.com/dp/B0BR9CCQM3,https://www.amazon.co.uk/dp/B0BR9CCQM3,https://www.amazon.ca/dp/B0BR9CCQM3,https://www.amazon.com.au/dp/B0BR9CCQM3,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Ea",easter_egg_kids_coloring.jpg
Humming Bird Coloring Book For Kids,B0BW2RY3LH,https://www.amazon.com/dp/B0BW2RY3LH,https://www.amazon.co.uk/dp/B0BW2RY3LH,https://www.amazon.ca/dp/B0BW2RY3LH,https://www.amazon.com.au/dp/B0BW2RY3LH,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations in front of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing H",humming_bird_kids_coloring.jpg
Sea Turtle Coloring Book For Kids,B0CJL9W1RX,https://www.amazon.com/dp/B0CJL9W1RX,https://www.amazon.co.uk/dp/B0CJL9W1RX,https://www.amazon.ca/dp/B0CJL9W1RX,https://www.amazon.com.au/dp/B0CJL9W1RX,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Se",sea_turtle_kids_coloring.jpg
Ladybug Coloring Book For Kids,B0CLRGRJB4,https://www.amazon.com/dp/B0CLRGRJB4,https://www.amazon.co.uk/dp/B0CLRGRJB4,https://www.amazon.ca/dp/B0CLRGRJB4,https://www.amazon.com.au/dp/B0CLRGRJB4,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing La",ladybug_kids_coloring.jpg
Fun Birds Coloring Book for African American Girls ages 1-4,B0B5KKBYJY,https://www.amazon.com/dp/B0B5KKBYJY,https://www.amazon.co.uk/dp/B0B5KKBYJY,https://www.amazon.ca/dp/B0B5KKBYJY,https://www.amazon.com.au/dp/B0B5KKBYJY,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world birds right in front of their eyes.They start using different colors which help stimulate their creativity.Over 70 Amaz",birds_coloring_3.jpg
Fun Birds Coloring Book for Boys ages 1-4,B0B5KVJLJV,https://www.amazon.com/dp/B0B5KVJLJV,https://www.amazon.co.uk/dp/B0B5KVJLJV,https://www.amazon.ca/dp/B0B5KVJLJV,https://www.amazon.com.au/dp/B0B5KVJLJV,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world birds right in front of their eyes.They start using different colors which help stimulate their creativity.Over 70 Amaz",birds_coloring_4.jpg
Fun Halloween Coloring Book for Kids Ages 1-4,B0BCNGJR5B,https://www.amazon.com/dp/B0BCNGJR5B,https://www.amazon.co.uk/dp/B0BCNGJR5B,https://www.amazon.ca/dp/B0BCNGJR5B,https://www.amazon.com.au/dp/B0BCNGJR5B,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real creations of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Spooky Halloween",fun_halloween_kids_coloring.jpg
First ABC Kids Coloring Book,B0BJD6G5JF,https://www.amazon.com/dp/B0BJD6G5JF,https://www.amazon.co.uk/dp/B0BJD6G5JF,https://www.amazon.ca/dp/B0BJD6G5JF,https://www.amazon.com.au/dp/B0BJD6G5JF,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing AB",first_abc_kids_coloring_1.jpg
Cute Kitty Coloring Book For Kids,B0BMZBGHGL,https://www.amazon.com/dp/B0BMZBGHGL,https://www.amazon.co.uk/dp/B0BMZBGHGL,https://www.amazon.ca/dp/B0BMZBGHGL,https://www.amazon.com.au/dp/B0BMZBGHGL,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Ki",cute_kitty_kids_coloring_1.jpg
My Christmas Recipes From Grandma,B0BQ59CRTK,https://www.amazon.com/dp/B0BQ59CRTK,https://www.amazon.co.uk/dp/B0BQ59CRTK,https://www.amazon.ca/dp/B0BQ59CRTK,https://www.amazon.com.au/dp/B0BQ59CRTK,Cookbook,Adult,"Have you ever just wanted a place to document those personal, family recipes from Mom or Grandma?Now you can do that in one easy to find book.Simple book for all those who love cooking and would like to document their recipes for later use.Can be personalized to reflect the users taste and personal ",christmas_recipe_grandma.jpg
Fun Fall Coloring Book For Toddlers,B0BR9DMDPL,https://www.amazon.com/dp/B0BR9DMDPL,https://www.amazon.co.uk/dp/B0BR9DMDPL,https://www.amazon.ca/dp/B0BR9DMDPL,https://www.amazon.com.au/dp/B0BR9DMDPL,Coloring Book,1-3,This is your Childs first experience expressing their creativity.Toddlers and Preschoolers will love this book full of Fun Fall coloring pagesStart showing creativity at an early age with a love for coloringProduce creative leaders for tomorrow new ageUse as a learning and teaching tool for Preschoo,fun_fall_toddler_coloring.jpg
Butterfly Coloring Book For Kids,B0BW23BTKW,https://www.amazon.com/dp/B0BW23BTKW,https://www.amazon.co.uk/dp/B0BW23BTKW,https://www.amazon.ca/dp/B0BW23BTKW,https://www.amazon.com.au/dp/B0BW23BTKW,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations in front of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing B",butterfly_kids_coloring.jpg
Music Composition Notebook,B0CJLLNBP7,https://www.amazon.com/dp/B0CJLLNBP7,https://www.amazon.co.uk/dp/B0CJLLNBP7,https://www.amazon.ca/dp/B0CJLLNBP7,https://www.amazon.com.au/dp/B0CJLLNBP7,Journal,Adult,"Document your musical musings with this notebook.Each book is 8.5"" x 11"" and features 12 staves of printed music paper format on each sheet.110 pages of blank music manuscript on thick white paper",music_composition.jpg
Sea Turtle Coloring Book For Kids,B0CJSG2H1Q,https://www.amazon.com/dp/B0CJSG2H1Q,https://www.amazon.co.uk/dp/B0CJSG2H1Q,https://www.amazon.ca/dp/B0CJSG2H1Q,https://www.amazon.com.au/dp/B0CJSG2H1Q,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Se",sea_turtle_kids_coloring_1.jpg
Fish Coloring Book For Toddlers,B0CJSTWT17,https://www.amazon.com/dp/B0CJSTWT17,https://www.amazon.co.uk/dp/B0CJSTWT17,https://www.amazon.ca/dp/B0CJSTWT17,https://www.amazon.com.au/dp/B0CJSTWT17,Coloring Book,1-3,This is your Childs first experience expressing their creativity.Toddlers and Preschoolers will love this book full of Funny Fish coloring pagesStart showing creativity at an early age with a love for coloringProduce creative leaders for tomorrow new ageUse as a learning and teaching tool for Presch,fish_toddler_coloring.jpg
Fish Coloring Book For Kids,B0CJXK75JH,https://www.amazon.com/dp/B0CJXK75JH,https://www.amazon.co.uk/dp/B0CJXK75JH,https://www.amazon.ca/dp/B0CJXK75JH,https://www.amazon.com.au/dp/B0CJXK75JH,Coloring Book,1-4,"Build your Kids Creativity and ImaginationBetween the ages of 1 and 4 your child starts developing their creativity and imagination, with this book they can start seeing real world creations infront of their eyes. They start using different colors which help stimulate their creativity.70+ Amazing Fu",fish_kids_coloring.jpg
